"No.","公開番号","案件の状態","発注方式","電入／紙入","工事番号","工事名","所属コード","所属名","工事場所","予定価格（税抜）","予定価格（税込）","公告（通知）日","開札予定日","更新日時","発注業種","発注業種２"
"116","163484","○","一般競争入札（総合評価）","電子入札","平成２８年度　洪水浸想　第１－３０号－３","熊野川洪水浸水想定区域図作成業務","080400","河川・下水道局　河川課","新宮市","19730000","21308400","2016/11/24","2016/12/22","2016/11/24 06:30","河川砂防及び海岸",""
"117","163495","○","一般競争入札（総合評価）","電子入札","平成２８年度　洪水浸想　第１－３０号－２","日高川洪水浸水想定区域図作成業務","080400","河川・下水道局　河川課","日高郡日高川町","17220000","18597600","2016/11/24","2016/12/22","2016/11/24 06:30","河川砂防及び海岸",""
"118","163504","○","一般競争入札（総合評価）","電子入札","平成２８年度　洪水浸想　第１－３０号","有田川洪水浸水想定区域図作成業務","080400","河川・下水道局　河川課","有田郡有田川町","18940000","20455200","2016/11/24","2016/12/22","2016/11/24 06:30","河川砂防及び海岸",""
"119","163508","☆","一般競争入札","電子入札","平成２８年度　広保交金　第８０２－２号－３","国道１６９号交付金道路保全工事","130770","東牟婁振興局新宮建設部","新宮市","6627000","7157160","2016/11/24","2016/12/05","2016/11/29 06:31","土木一式工事",""
"120","163522","○","一般競争入札（総合評価）","電子入札","平成２８年度　広域　第２号－７","紀の里地区（粉河工区）工事用道路工事","130260","那賀振興局建設部","紀の川市","41816000","45161280","2016/11/24","2016/12/13","2016/11/24 06:30","土木一式工事",""
"121","163477","☆","一般競争入札","電子入札","平成２８年度　交安交金　第３０３－５号－５","岩出海南線交付金交通安全工事","130160","海南工事事務所","海南市","1177000","1271160","2016/11/24","2016/12/06","2016/11/24 06:30","塗装工事",""
"122","163448","☆","一般競争入札","電子入札","平成２８年度　交安交金　第３０１－５号－７","国道４２４号交付金交通安全外合併工事","130160","海南工事事務所","海南市","10354000","11182320","2016/11/24","2016/12/06","2016/11/30 09:27","舗装工事",""
"123","163458","☆","一般競争入札","電子入札","平成２８年度　県災　第８号－１","周参見川河川災害復旧外合併工事","130760","東牟婁振興局串本建設部","西牟婁郡すさみ町","2462000","2658960","2016/11/24","2016/12/06","2016/11/24 06:31","土木一式工事",""
"124","163500","○","一般競争入札（総合評価）","電子入札","平成２８年度　県債　道保交金　第５０１－３号－４","国道４２４号（桜橋）交付金道路保全工事","130560","日高振興局建設部","日高郡みなべ町","78669000","84962520","2016/11/24","2016/12/13","2016/11/24 06:31","鋼構造物工事",""
"125","163486","☆","一般競争入札","電子入札","平成２８年度　県債　道保交金　第２０８－３号－２","桃山丸栖線（高島橋）交付金道路保全工事","130260","那賀振興局建設部","紀の川市","15833000","17099640","2016/11/24","2016/12/06","2016/11/30 10:09","舗装工事",""
"126","163457","☆","一般競争入札","電子入札","平成２８年度　県債　県交　第７号－６","国道３７１号交通安全施設等整備工事","130760","東牟婁振興局串本建設部","東牟婁郡古座川町","10117000","10926360","2016/11/24","2016/12/06","2016/11/29 06:30","土木一式工事",""
"127","163488","☆","一般競争入札","電子入札","平成２８年度　県交　第８号－４","太地港下里線外交通安全施設等整備工事","130770","東牟婁振興局新宮建設部","東牟婁郡那智勝浦町","3825000","4131000","2016/11/24","2016/12/05","2016/11/24 06:31","塗装工事",""
"128","163455","☆","一般競争入札","電子入札","平成２８年度　県交　第７号－７","すさみ古座線交通安全施設等整備工事","130760","東牟婁振興局串本建設部","西牟婁郡すさみ町","1293000","1396440","2016/11/24","2016/12/06","2016/11/24 06:31","電気工事",""
"129","163511","☆","一般競争入札","電子入札","平成２８年度　県交　第６号－８","国道１６８号外交通安全施設等整備工事","130660","西牟婁振興局建設部","田辺市","2812000","3036960","2016/11/24","2016/12/06","2016/11/24 06:31","塗装工事",""
"130","163471","☆","一般競争入札","電子入札","平成２８年度　県交　第６号－１０","国道３７１号外交通安全施設等整備工事","130660","西牟婁振興局建設部","田辺市","2743000","2962440","2016/11/24","2016/12/06","2016/11/24 06:31","塗装工事",""
"131","163519","☆","一般競争入札","電子入札","平成２８年度　県交　第３号－９","阪本五條線　交通安全施設等整備工事","130360","伊都振興局建設部","伊都郡高野町","1509000","1629720","2016/11/24","2016/12/06","2016/11/24 06:30","塗装工事",""
"132","163514","☆","一般競争入札","電子入札","平成２８年度　県交　第３号－６","国道４８０号外　交通安全施設等整備外合併工事","130360","伊都振興局建設部","伊都郡かつらぎ町","22641000","24452280","2016/11/24","2016/12/06","2016/11/30 06:30","舗装工事",""
"133","163476","○","一般競争入札（総合評価）","電子入札","平成２８年度　建住　第１号","和歌山県住生活基本計画等策定業務","080800","都市住宅局　建築住宅課","","13730000","14828400","2016/11/24","2016/12/13","2016/11/24 06:30","都市計画及び地方計画",""
"134","163510","○","一般競争入札","電子入札","平成２８年度　河調　第４号","熊野川外航空レーザ測量業務","080400","河川・下水道局　河川課","新宮市","15210000","16426800","2016/11/24","2016/12/22","2016/11/24 06:30","航空測量",""
"135","163474","☆","一般競争入札","電子入札","平成２８年度　河修　第７号－２５","富田川河川修繕工事","130660","西牟婁振興局建設部","西牟婁郡白浜町","25019000","27020520","2016/11/24","2016/12/06","2016/11/29 06:30","舗装工事",""
"136","163513","☆","一般競争入札","電子入札","平成２８年度　河修　第３号－２７","丸田川外河川修繕外合併工事（単価契約）","130260","那賀振興局建設部","紀の川市","2112000","2280960","2016/11/24","2016/12/06","2016/11/24 06:30","土木一式工事",""
"137","163466","☆","一般競争入札","電子入札","平成２８年度　河修　第１号－１７","打手川河川修繕工事","130160","海草振興局建設部","和歌山市","8513000","9194040","2016/11/24","2016/12/06","2016/11/30 06:30","舗装工事",""
"138","163479","☆","一般競争入札","電子入札","平成２８年度　営　第５５号－１","紀北農芸高校視聴覚教室空調取替工事","081200","都市住宅局　公共建築課","伊都郡かつらぎ町","2750000","2970000","2016/11/24","2016/12/06","2016/11/24 06:30","管工事",""
"139","163478","☆","一般競争入札","電子入札","平成２８年度　営　第５５号","紀北農芸高校教室・特別教室棟防水改修工事","081200","都市住宅局　公共建築課","伊都郡かつらぎ町","4750000","5130000","2016/11/24","2016/12/06","2016/11/24 06:30","防水工事",""
"140","163517","☆","一般競争入札","電子入札","平成２８年度　サイ整　第３号－９","紀の川自転車道線　サイクリングロード整備測量業務","130360","伊都振興局建設部","橋本市","1070000","1155600","2016/11/24","2016/12/06","2016/11/30 06:30","測量一般",""
"141","163487","☆","一般競争入札","電子入札","平成２７年度　流下　第１１号－６","紀の川流域下水道伊都浄化センター沈砂池ポンプ棟耐震補強工事","130260","那賀振興局建設部","伊都郡かつらぎ町","3092000","3339360","2016/11/24","2016/12/06","2016/11/24 06:30","土木一式工事",""
"142","163462","☆","一般競争入札","電子入札","平成２７年度　道改交金　第１２３号－２２","吉備金屋線外道路改良外合併工事","130460","有田振興局建設部","有田郡有田川町","1612000","1740960","2016/11/24","2016/12/07","2016/11/24 06:31","塗装工事",""
"143","163509","☆","一般競争入札","電子入札","平成２７年度　道改交金　第１０－３１号－８","国道３７０号道路改良工事","130160","海南工事事務所","海草郡紀美野町","7027000","7589160","2016/11/24","2016/12/06","2016/11/30 09:28","とび・土工・コンクリート工事",""
"144","163435","☆","一般競争入札（総合評価）","電子入札","平成２８年度　防交金　第２０６－３０号－８","日高川河川整備工事","130560","日高振興局建設部","日高郡日高川町","49335000","53281800","2016/11/17","2016/12/06","2016/11/29 06:30","土木一式工事",""
"145","163433","","一般競争入札","電子入札","平成２８年度　防交金　第２０６－３０号－４","日高川河川整備工事","130560","日高振興局建設部","日高郡日高川町","9834000","10620720","2016/11/17","2016/11/29","2016/11/29 17:17","鋼構造物工事",""
"146","163436","","一般競争入札","電子入札","平成２８年度　防交金　第２０６－３０号－２","日高川河川整備工事","130560","日高振興局建設部","日高郡日高川町","15688000","16943040","2016/11/17","2016/11/29","2016/11/29 17:19","土木一式工事",""
